Recipe Name,Total Time In Mins,URL,Cleaned-Ingredients,Ingredient-count
Vegetarian Malai Kebab Recipe,35,https://www.archanaskitchen.com/vegetarian-malai-kebab-recipe,"salt,ginger,coriander (dhania) leaves,paneer,rice flour rice powder,potato (aloo),chaat masala powder,green chilli(),onion,milk powder,garam masala powder,sunflower oil",12
Persian Eggplant Stew Recipe (Khoresht Bademjan),55,https://www.archanaskitchen.com/persian-eggplant-stew-recipe-khoresht-bademjan,"tomato,salt,cumin powder (jeera),sunflower oil,brinjal (baingan eggsplant),red chilli powder,cloves garlic,water,onion,black pepper powder,turmeric powder,cinnamon powder (dalchini)",12
Labongo Latika Recipe,45,https://www.archanaskitchen.com/labongo-latika-recipe,"cashew nuts,khoya (mawa),flour (maida) ghee refined oil baking soda tea spoon cloves,pistachios,ghee,cardamom (elaichi) podsseeds,saffron strands,raisins,water,baking soda,sugar,cinnamon stick (dalchini),cloves (laung)",13
Moong Dal Ladoo Recipe,20,https://www.archanaskitchen.com/moong-dal-ladoo-recipe,"yellow moong dal (split),ghee,pistachios,badam (almond),caster sugar,cardamom powder (elaichi),cashews",7
Adzuki Bean Paste Recipe (Red Bean Paste Recipe),545,https://www.archanaskitchen.com/adzuki-bean-paste-recipe-red-bean-paste-recipe,"salt,black beans,sesame (gingelly) oil,soy sauce,sugar,vinegar",6
Paneer Pav Bhaji Recipe - Wholesome Weeknight Dinner,50,https://www.archanaskitchen.com/paneer-pav-bhaji-recipe-delicious-indian-street-food-dinner,"tomato,pav bhaji masala,salt,butter toasting,coriander (dhania),paneer,cauliflower (gobi),chaat masala powder,pav buns (ham burger buns could be substituted),cloves garlic,carrot,onion,lemon,green bell pepper (capsicum),potato (aloo),butter",16
Andhra Style Beetroot Vepudu Recipe (Stir Fried Beetroot),30,https://www.archanaskitchen.com/andhra-style-beetroot-vepudu-recipe-stir-fried-beetroot,"salt,dry red chilli,curry leaves,white urad dal (split),cumin seeds (jeera),beetroot,chana dal (bengal gram dal),sunflower oil",8
Iyengar Style Whole Wheat & Oats Khara Biscuit Recipe (Savory Cookie Recipe),45,https://www.archanaskitchen.com/iyengar-style-whole-wheat-and-oats-khara-biscuit-recipe-savory-cookie-recipe,"salt,wheat flour,green chilli,black pepper corns,milk,curry leaves,sugar,coriander (dhania) leaves,butter,instant oats (oatmeal)",10
Eggless Date & Walnut Oatmeal Cake Recipe,89,https://www.archanaskitchen.com/date-walnut-oatmeal-cake-recipe-with-eggless-option,"baking powder,salt,rolled oats,dates,water,flax seed powder (flax meal),nutralite classic,brown sugar (demerara sugar),flour (maida),walnuts",10
Muesli Pumpkin Bread Recipe,65,https://www.archanaskitchen.com/muesli-pumpkin-bread-recipe,"baking powder,wheat flour,salt,parangikai pumpkin,milk,jaggery,virgin olive oil,dry ginger powder,muesli,vanilla,eggs,flour (maida),instant oats (oatmeal),cinnamon powder (dalchini)",14
Baby Corn & Tomato Masala Bath-Rice Spiced With Pav Bhaji Masala,30,https://www.archanaskitchen.com/baby-corn-and-tomato-mixed-rice-recipe,"tomato,pav bhaji masala,cumin powder (jeera),ginger,salt,coriander (dhania) leaves,cloves garlic,baby corn,onion,cumin seeds (jeera),lemon,rice cooled completely,garam masala powder,sunflower oil",14
Raab Recipe - Immunity Building Home Remedy Made From Millet Flour,20,https://www.archanaskitchen.com/raab-recipe-a-healthy-drink-made-from-millet-flour,"wheat flour,ghee,ajwain (carom seeds) cumin seeds,jaggery,dry ginger powder ground ginger,black peppercorns,bajra flour ( pearl millet)",7
Prawn Ghee Pepper Masala Recipe With Garlic,25,https://www.archanaskitchen.com/south-indian-pepper-garlic-prawns-recipe,"dabur tamarind paste,ghee,fennel seeds (saunf),prawns deveined,jaggery,black peppercorns,curry leaves,dry red chillies,garlic,black peppercorns mortar pestle,onion,cumin seeds (jeera),star anise",13
Ada Pradhaman Recipe - Kerala Style Rice Ada Pudding With Jaggery & Coconut Milk,70,https://www.archanaskitchen.com/ada-pradhaman-recipe-kerala-style-rice-flake-pudding-with-jaggery-coconut-milk,"cashew nuts,coconut milk (nd rd ct),coconut,ghee,jaggery,raisins,water,coconut milk (st ct),rice ada,cardamom powder (elaichi)",10
"Creamy Cabbage, Sweet Corn Cole Slaw with Hung Curd Recipe",15,https://www.archanaskitchen.com/creamy-cabbage-sweet-corn-cole-slaw-with-hung-curd-recipe,"salt,hung curd (greek yogurt),spring onion greens,red chilli flakes,sweet corn,black pepper powder,cabbage (patta gobi muttaikose),dried oregano",8
Mamsaam Chops Recipe (Lamb Chops in Black Pepper Gravy),55,https://www.archanaskitchen.com/mamsaam-chops-recipe-lamb-chops-in-black-pepper-gravy,"salt,green chillies,ginger,ghee,cardamom (elaichi) podsseeds,lamb lamb chops,red chilli powder,black peppercorns y,cloves garlic,dry red chillies,cinnamon stick (dalchini),onion,coriander powder,turmeric powder,cloves (laung),sunflower oil",16
Karnataka Style Kadle Kaalu Saru Recipe (Black Chickpea Curry Recipe),530,https://www.archanaskitchen.com/karnatak-style-kadle-kaalu-saru-recipe-black-chickpea-curry,"tomato,salt,coconut,mustard seeds,jaggery,red chilli powder,cloves garlic,curry leaves,coriander (dhania) leaves,onion,cumin seeds (jeera),sambar powder,kala chana (brown chickpeas)",13
Satsaagi Recipe - Sindhi Seven Vegetable Sabzi No Onion No Garlic,50,https://www.archanaskitchen.com/satsaagi-recipe-sindhi-seven-vegetable-sabzi-no-onion-no-garlic,"tomato,cumin powder (jeera),asafoetida (hing),coriander (dhania) leaves,carrot,cumin seeds (jeera),turmeric powder,green chillies,sunflower oil,garam masala powder,green beans (french beans),mint leaves (pudina),red chilli powder,ginger,amchur (dry mango powder),ghee,green peas (matar),coriander (dhania) leaves,colocasia root (arbi),bottle gourd (lauki),green bell pepper (capsicum),potato (aloo)",22
Baked Eggplant Stuffed with Red Lentil Hummus Recipe,65,https://www.archanaskitchen.com/baked-eggplant-stuffed-with-red-lentil-hummus-recipe,"paprika powder,virgin olive oil,carrot,cloves garlic,onion,cumin seeds (jeera),dried oregano,salt,mint leaves (pudina),walnuts,sugar,lemon,pepper,lemon from,butter,hung curd (greek yogurt),brinjal (baingan eggsplant) three,red chilli flakes,badam (almond),parmesan cheese,masoor dal",21
Lebanese Style Riz B Haleeb Recipe - Rice Pudding With Pistachios,50,https://www.archanaskitchen.com/lebanese-style-riz-b-haleeb-recipe-rice-pudding-with-pistachios,"corn flour,rice,orange blossom water,pistachios,sugar,milk mix cornflour",6
Homemade Macaroni And Cheese Recipe,30,https://www.archanaskitchen.com/homemade-macaroni-and-cheese-recipe,"salt,wheat flour,cheddar cheese sharp,milk,salt pasta,butter,elbow pasta",7
Sri Lankan Style Fried Egg Curry Recipe,40,https://www.archanaskitchen.com/srilankan-style-fried-egg-curry-recipe,"tomato,coconut milk,salt,ginger,eggs,cardamom (elaichi) podsseeds,fennel seeds (saunf),cloves garlic,red chilli flakes,curry leaves,onion,cinnamon stick (dalchini),coriander powder,cloves (laung),garam masala powder",15
Pull Apart Mini Pizza Boats Recipe,100,https://www.archanaskitchen.com/pull-apart-mini-pizza-boats-recipe,"tomato,salt,wheat flour,red bell pepper (capsicum),mozzarella cheese,water,dry yeast,italian,virgin olive oil,sugar,jalapenos green chillies,onion,cloves garlic,green bell pepper (capsicum),button mushrooms,green chillies,cloves garlicor,dried oregano",18
Roasted Beet & Walnut Dip Recipe,50,https://www.archanaskitchen.com/roasted-beet-and-walnut-dip-recipe,"salt,cumin powder (jeera),cloves garlic,black peppercorns,virgin olive oil,spring onion (bulb greens),coriander (dhania) leaves,lemon,beetroot,walnuts",10
Peanut Saffron Barfi Recipe,40,https://www.archanaskitchen.com/peanut-kesar-burfi-recipe,"butter clarified,peanuts (moongphali) unsalted,cardamom (elaichi) podsseeds,pistachios,saffron strands,milk,sugar,yellow food colour,milk powder",9
South Indian Case Tiger Joint Recipe (Plantine's Lotus Past Surrey),25,https://www.archanaskitchen.com/south-indian-vazhakkai-puli-kootu-recipe-plantain-in-tamarind-based-curry,"tomato,chana dal (bengal gram dal),mustard seeds,asafoetida (hing),fennel seeds (saunf),coconut,jaggery,sesame (gingelly) oil,banana,curry leaves,dry red chillies,methi seeds (fenugreek seeds),cumin seeds (jeera),tamarind paste,sambar powder",15
Banana Stem Thoran Recipe - Ayurvedic No Onion No Garlic Recipe,40,https://www.archanaskitchen.com/banana-stem-thoran-recipe-ayurvedic-no-onion-no-garlic-recipe,"salt,coconut,mustard seeds,curry leaves,white urad dal (split),banana stem dices,coconut oil,green chillies",8
Three Bean Salad Recipe,30,https://www.archanaskitchen.com/three-bean-salad-recipe,"salt,cumin powder (jeera),chaat masala powder,tomato seeds,red chilli powder,virgin olive oil,kabuli chana (white chickpeas),green bell pepper (capsicum),coriander (dhania) leaves,lemon,rajma (large kidney beans),cucumber,red onion,black eyed beans (lobia)",14
Spinach And Sweet Potato Kofta In Green Curry Recipe,50,https://www.archanaskitchen.com/spinach-and-sweet-potato-kofta-in-green-curry-recipe,"coconut milk,salt,cumin powder (jeera),sunflower oil,spinach,coriander (dhania) leaves,cloves garlic,red chilli flakes,gram flour (besan),onion,lemon,sweet potatoes skin,thyme leaves,black pepper powder,mint leaves (pudina),dried oregano",16
Chettinad Vegetable Pulav Recipe -,60,https://www.archanaskitchen.com/chettinad-vegetable-pulao-recipe-with-figaro-olive-oil,"salt,green beans (french beans),ginger,rice,bay leaves (tej patta),cardamom (elaichi) podsseeds,mint leaves (pudina),red chilli powder,cloves garlic,carrot,figaro pure olive oil,pearl onion (sambar onion),green peas (matar),coriander (dhania) leavesor mint leaves,cloves (laung),coriander powder,potato (aloo),turmeric powder,green chillies",19
Eggless Ragi & Whole Wheat Crisp Biscuits Recipe,80,https://www.archanaskitchen.com/eggless-ragi-whole-wheat-crisp-biscuits-recipe,"baking powder,wheat flour,butter cold,ragi flour (finger millet nagli),sugar,milk knead the dough",6
Cheesy Grilled Sandwich With Smoked Chicken Recipe,258,https://www.archanaskitchen.com/cheesy-grilled-sandwich-with-smoked-chicken-recipe,"cheese,wheat brown bread,salt,ginger,kashmiri red chilli powder,mustard oil,ghee,green chutney (coriander mint) dhaniya pudina chutney,curd,garlic,lemon,charcoal piece,coriander powder,chicken breasts,butter,garam masala powder",16
Papad Parathas Recipe,40,https://www.archanaskitchen.com/papad-parathas-recipe,"salt,papad,coriander (dhania) leaves,chaat masala powder,red chilli powder,onion,wheat flour kneaded dough,garam masala powder,sunflower oil",9
Methi Bajra Poori Recipe,70,https://www.archanaskitchen.com/methi-bajra-poori-recipe,"salt,wheat flour,cumin powder (jeera),sunflower oil,coriander powder,amchur (dry mango powder),fennel seeds (saunf),methi leaves (fenugreek leaves),bajra flour ( pearl millet),turmeric powder,sesame seeds (til seeds),red chilli powder green chilli paste,garlic paste",13
Healthy Spicy Banana Cake Recipe,45,https://www.archanaskitchen.com/healthy-spicy-banana-cake-recipe,"baking powder,wheat flour,salt,bananas,nutmeg powder,baking soda,curd,vanilla,canola oil,brown sugar (demerara sugar),chia seeds,walnuts,sunflower seeds sprinkling on top,cinnamon powder (dalchini)",14
Fenugreek Spiced Sardine Fish Curry Recipe,35,https://www.archanaskitchen.com/fenugreek-spiced-sardine-fish-curry-recipe,"tomato,salt,coconut,gingelly oil sunflower oil,cloves garlic,curry leaves,black peppercorns,red chilli powder,dry red chillies,onion,methi seeds (fenugreek seeds),coriander (dhania) seeds,tamarind paste,cumin seeds (jeera),turmeric powder,sardine fish",16
Whole Wheat Fruit and Nut Cup Cake Recipe,45,https://www.archanaskitchen.com/whole-wheat-fruit-and-nut-cup-cake-recipe,"cashew nuts,baking powder,wheat flour,sunflower oil,apricots,cardamom (elaichi) podsseeds seeds,milk,jaggery,baking soda,vanilla,badam (almond),cinnamon powder (dalchini)",12
Kare Badge Badge Papa Badge Badge Badge |,20,https://www.archanaskitchen.com/karela-bajji-recipe-pavakkai-bajji,"salt,karela (bitter gourd pavakkai),asafoetida (hing),ajwain (carom seeds),red chilli powder,cloves garlic,gram flour (besan),turmeric powder",8
Jowar Dhani Chivda Recipe,40,https://www.archanaskitchen.com/jowar-dhani-chivda-recipe,"salt,papads,jowar seeds,curry leaves,dry red chillies,peanuts (moongphali),turmeric powder,sunflower oil",8
Moroccan Harira Recipe (Thick Soup With Chickpeas & Masoor Dal),85,https://www.archanaskitchen.com/moroccan-harira-recipe-thick-soup-with-chickpeas-masoor-dal,"salt,cumin powder (jeera),vegetable stock water,coriander (dhania) leaves,paprika powder,mint leaves (pudina) dried,cloves garlic,carrot,virgin olive oil,kabuli chana (white chickpeas),curd,onion,parsley leaves,black pepper powder,coriander powder,turmeric powder,masoor dal,cinnamon powder (dalchini)",18
Spicy Mixed Vegetables Rice Cutlet Recipe,35,https://www.archanaskitchen.com/spicy-mixed-vegetables-rice-cutlet-recipe,"salt,cumin powder (jeera),green chilli,rice,coriander (dhania) leaves,potato (aloo),red chilli powder,water,carrot,onion,coriander powder,flour (maida),turmeric powder,wheat bread crumbs,garam masala powder,sunflower oil",16
Upside Down Pear Ginger Cake Recipe,40,https://www.archanaskitchen.com/upside-down-pear-ginger-cake-recipe,"baking powder,wheat flour,ginger,pears,virgin olive oil,curd,almond meal (badam powder),lemon,caster sugar,butter",10
Ande Ka Salan Recipe - Tangy Egg Masala in Peanut Gravy,45,https://www.archanaskitchen.com/ande-ka-salan-recipe,"tomato,green chillies,ginger,tamarind water,coconut,mustard seeds,coriander (dhania) leaves,red chilli powder,water,peanuts,cloves garlic,curry leaves,onion,cumin seeds (jeera),methi seeds (fenugreek seeds),coriander (dhania) powder,eggs,turmeric powder,sesame seeds (til seeds),sunflower oil",20
Oats Omelette Recipe,15,https://www.archanaskitchen.com/oats-omelette-recipe,"tomato,salt,green chilli,milk,red chilli powder,onion,green bell pepper (capsicum),eggs,pepper,instant oats (oatmeal),sunflower oil",11
Southern Style Fried Chicken Recipe,120,https://www.archanaskitchen.com/southern-style-fried-chicken-recipe,"salt,baking powder,paprika powder,chicken wings wth skin,rosemary dry,red chilli powder,garlic powder,eggs,black pepper powder,buttermilk,flour (maida),sunflower oil",12
Egg And Harissa Sandwich Recipe,25,https://www.archanaskitchen.com/egg-and-harissa-sandwich-recipe,"tomato,wheat brown bread,lettuce leaves,butter toasting,salt,onion,veeba harissa sauce,pepper,eggs",9
Chaas Dahi Vada Recipe - Dahi Vada in Refreshing Buttermilk,60,https://www.archanaskitchen.com/chaas-dahi-vada-recipe-dahi-vada-in-refreshing-buttermilk,"figaro pure olive oil pan,salt,chaat masala powder,water,curd,sugar,green chillies (or per paste),cumin seeds (jeera),mint leaves (pudina),green chillies,white urad dal",11
Chingiri Paturi Recipe,45,https://www.archanaskitchen.com/chingiri-paturi-recipe,"salt,mustard oil,coconut,mustard seeds,banana leaf,poppy seeds,lemon,green chillies,prawns",9
Cajun Style Potatoes Recipe,80,https://www.archanaskitchen.com/cajun-style-potatoes-recipe,"salt,coriander (dhania) leaves,paprika powder,onion powder,virgin olive oil,onion,garlic powder,thyme leaves,black pepper powder,potato (aloo),dried oregano",11
Puli Upma Recipe in Ragi Pachai - Ragi Flower Upma Recipe,25,https://www.archanaskitchen.com/pachcha-maa-puli-upma-recipe-ragi-flour-upma,"salt,sunflower oil making the upma,ginger,mustard seeds,asafoetida (hing),ghee,curry leaves,curd,ragi flour (finger millet nagli),white urad dal (split),green chillies",11
Raw Banana Chivda Recipe,45,https://www.archanaskitchen.com/raw-banana-chivda-recipe,"cashew nuts,salt,chaat masala powder,raisins,red chilli powder,banana,curry leaves,badam (almond),peanuts (moongphali),caster sugar,green chillies,sunflower oil",12
Shahi Tukda Gajar Halwa Shots With Rabri Recipe,130,https://www.archanaskitchen.com/shahi-tukda-gajar-halwa-shots-with-rabri-recipe,"wheat brown bread,khoya (mawa),carrot (preferably red),pistachios,ghee,milk,saffron strands,rose water,water,sugar,cardamom powder (elaichi),almonds (badam)",12
Bhatt Ki Dal Recipe - Traditional Kumaoni Black Bean Dal,35,https://www.archanaskitchen.com/bhatt-ki-dal-traditional-kumaoni-black-bean-dal-recipe,"salt,wheat flour,ghee,black beans,red chilli powder,cloves garlic,onion,cumin seeds (jeera),coriander powder,turmeric powder,garam masala powder,sunflower oil",12
Matar Pudina Oat & Broken Wheat Tikki Recipe,35,https://www.archanaskitchen.com/mint-pudina-oat-broken-wheat-tikki-recipe-matar,"salt,ginger,sunflower oil tikkis,paneer,chaat masala powder,green peas (matar),onion,mint leaves (pudina),rolled oats instant oats,green chillies,sweet potatoes",11
Black Forest Cake Recipe,260,https://www.archanaskitchen.com/black-forest-cake-recipe,"baking powder,chocolate shavings,hung curd (greek yogurt),heavy whipping cream,cherry compote,dark chocolate chips,sugar,vanilla,dark chocolate,eggs,chocolate chips white chocolate,cocoa powder,dark chocolate milk chocolate,flour (maida),icing sugar,butter,canned cherries available cherries",17
Happy Dahi Wali Gourd Recipe - Yogurt Based Bottle Gourd Vegetable,45,https://www.archanaskitchen.com/sukhi-dahi-wali-lauki-recipe-yogurt-based-bottle-gourd-sabzi,"tomato,salt,mustard seeds,red chilli powder,cloves garlic,water,curry leaves,curd,onion,bottle gourd (lauki),cumin seeds (jeera),coriander powder,turmeric powder,green chillies,sunflower oil",15
Chicken Pakora Recipe - Chicken Fritters,35,https://www.archanaskitchen.com/chicken-pakoda-recipe,"salt,chaat masala powder,red chilli powder,water,gram flour (besan),coriander (dhania) leaves,onion,chicken,cumin seeds (jeera),turmeric powder,sunflower oil",11
Roasted Vegetables With Tahini Sauce Recipe,50,https://www.archanaskitchen.com/roasted-vegetables-with-tahini-sauce-recipe,"salt,red bell pepper (capsicum),tahini,brinjal (baingan eggsplant),cloves garlic,virgin olive oil,za'atar,parsley leaves,large carrot,onion,broccoli,lemon,green zucchini,walnuts",14
Karnataka Style Ellu Bella Recipe (Sankrati Mix Recipe),45,https://www.archanaskitchen.com/karnataka-style-ellu-bella-recipe-sankrati-mix-recipe,"gram dal (pottukadalai),jaggery,dry coconut (kopra),peanuts (moongphali),sesame seeds (til seeds)",5
Peanut Curry Recipe,35,https://www.archanaskitchen.com/peanut-curry-recipe,"salt,coconut,kokum (malabar tamarind),ghee,jaggery,red chilli powder,water,curry leaves,cumin seeds (jeera),peanuts (moongphali),cloves (laung),green chillies",12
Savory Tart Recipe with Grape and Gouda Cheese,70,https://www.archanaskitchen.com/savory-tart-recipe-with-grape-and-gouda-cheese,"tomato,salt,gouda cheese (or sharp cheddar),mozzarella cheese,red chilli flakes,mixed herbs (dried) italian,green seedless grapes,black olives,black pepper powder,recipe pie crust,tomato basil pasta sauce",11
Healthy Tomato Carrot Onion Soup Recipe,30,https://www.archanaskitchen.com/healthy-no-cream-tomato-carrot-onion-soup-recipe,"tomato,salt,cloves garlic,carrot,black peppercorns,sugar,onion,sunflower oil",8
Biryani Masala Powder Recipe,10,https://www.archanaskitchen.com/biryani-masala-powder-recipe,"black cardamom (badi elaichi),bay leaves (tej patta),cardamom (elaichi) podsseeds,nutmeg powder,ajwain (carom seeds),black peppercorns,st flower,coriander (dhania) seeds,cinnamon stick (dalchini),cumin seeds (jeera),mace (javitri),cloves (laung),star anise",13
Italian Pasta Sizzler Recipe,60,https://www.archanaskitchen.com/italian-pasta-sizzler-recipe,"tomato,virgin olive oil,pasta (of,carrot,cloves garlic using mortar pestle,sweet corn,onion,black pepper powder,cabbage (patta gobi muttaikose) ( keep cold water till use),sunflower oil,salt,mozzarella cheese,basil leaves,wheat brown bread,green beans (french beans),cauliflower (gobi),water,red yellow green bell peppers (capsicum),potato (aloo) fingers,butter salted,butter,corn flour mix water,red chilli flakes,italian,cloves garlic (sm",25
Whole Wheat Sonth Ke Ladoo Recipe,40,https://www.archanaskitchen.com/whole-wheat-sonth-ke-ladoo-recipe,"wheat flour,ghee,mixed nuts almonds,jaggery,dry coconut (kopra),dry ginger powder (sonth),gond (natural gum)",7
Crispy Lavash Recipe | Lebanese Bread (Eggless),42,https://www.archanaskitchen.com/crispy-lavash-recipe-lebanese-bread-eggless,"salt,black sesame seeds,virgin olive oil,red chilli flakes,water,flour (maida),sesame seeds (til seeds),dried oregano",8
Quick & Easy Creamy Fruit Trifle Recipe,320,https://www.archanaskitchen.com/quick-easy-creamy-fruit-trifle-recipe,"sugar,hung curd (greek yogurt),marie biscuit,strawberry compote recipe",4
Chilli Chicken Recipe - Delicious Indian Style Chinese Chicken,110,https://www.archanaskitchen.com/chilli-chicken-recipe,"salt,corn flour,coriander (dhania) leaves,soy sauce,white vinegar,red chilli sauce,eggs,tomato ketchup,ginger garlic paste,onion,water,sunflower oil oil,spring onion (bulb greens),green bell pepper (capsicum),chicken breasts bless,green chillies,sunflower oil",17
Bacon Quiche Tart Recipe,100,https://www.archanaskitchen.com/bacon-quiche-tart-recipe,"cheese,salt,bacon,eggs,butter cold,cloves garlic,onion,gram flour (maida),lemon,parsley leaves,black pepper powder,eggs,butter",13
Aloo Bonda Recipe (Deep Fried Snack With Potato Filling),55,https://www.archanaskitchen.com/aloo-bonda-recipe-deep-fried-snack-with-potato-filling,"salt,ginger,rice flour,mustard seeds,asafoetida (hing),coriander (dhania) leaves,ajwain (carom seeds),red chilli powder,water,curry leaves,gram flour (besan),cumin seeds (jeera),lemon,potato (aloo),turmeric powder,green chillies,sunflower oil",17
Rajasthani Gunday Pickle Recipe (Bird Lime Pickle),45,https://www.archanaskitchen.com/rajasthani-gunde-ka-achaar-recipe-bird-lime-pickle,"salt,mustard oil,asafoetida (hing),fennel seeds (saunf),split methi seeds (methi kuria),red chilli powder,gunde (bird lime),turmeric powder,split mustard seeds (rai kuria)",9
Spicy Goan Style Mushrooms Recipe,40,https://www.archanaskitchen.com/stir-fried-spicy-goan-style-mushrooms-recipe,"salt,button mushrooms,cloves garlic,red chilli powder,sooji (semolina rava),rice flour,turmeric powder,sunflower oil",8
Baked Whole Wheat Salsa Tart Recipe,55,https://www.archanaskitchen.com/baked-whole-wheat-salsa-tart-recipe,"tomato,salt,wheat flour,red bell pepper (capsicum),cumin powder (jeera),tabasco original sauce,mozzarella cheese,water,virgin olive oil,spring onion (bulb greens),onion,butter cubes,green chillies",13
Dal Kabila Recipe - Diabetic Urad Dal Tadka,30,https://www.archanaskitchen.com/dal-kabila-recipe-diabetic-urad-dal-tadka,"tomato,ginger,green chilli,ghee,black pepper corns,cinnamon stick,red chilli powder,cloves garlic,water,white urad dal (split),dry red chillies,onion,coriander (dhania) leaves,cumin seeds (jeera),coriander powder,turmeric powder,cloves (laung),garam masala powder",18
Thumbprint Salted Caramel Chocolate Cookies Recipe,27,https://www.archanaskitchen.com/thumbprint-salted-caramel-chocolate-cookies-recipe,"salt,eggs,baking soda,vivatta maida,vanilla,brown sugar (demerara sugar),condensed milk,cocoa powder,chocolate chips,butter",10
Olive Oil & Cranberry Cookies Recipe,40,https://www.archanaskitchen.com/olive-oil-cranberry-cookies-recipe,"baking powder,wheat flour,salt,milk,virgin olive oil,vivatta maida,sugar,cranberries",8
Green Beans And Scrambled Egg Recipe,35,https://www.archanaskitchen.com/green-beans-egg-scramble-recipe,"salt,green beans (french beans),green chilli,cumin seeds (jeera),black pepper powder,eggs,turmeric powder,sunflower oil",8
Mirchi And Aloo Curry Recipe - Long Green Chilli And Potato Curry,40,https://www.archanaskitchen.com/mirchi-and-aloo-curry-recipe-long-green-chilli-and-potato-curry-recipe,"tomato,salt,green chilli,cardamom (elaichi) podsseeds,bay leaf (tej patta),red chilli powder,cloves (laung) garlic,cinnamon stick (dalchini),badi hari mirch (large green chilli) seeds,cumin seeds (jeera),onion,coriander powder,potato (aloo),turmeric powder,garam masala powder,dill leaves",16
Bardoli Ki Khichdi Recipe,50,https://www.archanaskitchen.com/bardoli-ki-khichdi-recipe,"salt,arhar dal (split toor dal),ginger,rice,asafoetida (hing),ghee,coriander (dhania) leaves,green peas (matar),red chilli powder,mango,onion,cumin seeds (jeera),potato (aloo),turmeric powder,green chillies",15
Chocolate Pancakes With Banana Recipe,25,https://www.archanaskitchen.com/chocolate-pancakes-with-banana-recipe,"salt,baking powder,chocolate sauce,bananas,milk,soda,vanilla,caster sugar,cocoa powder,flour (maida),buttermilk,butter",12
Stuffed Makai Paratha Recipe (Corn & Coriander Stuffed Flat Bread),60,https://www.archanaskitchen.com/stuffed-makai-paratha-recipe-corn-and-coriander-stuffed-flat-bread,"salt,wheat flour,coriander (dhania) leaves,cumin powder (jeera) (roast ground),sweet corn,green chillies,sunflower oil",7
Kanji Recipe - Probiotic Drink Made From Carrots & Beetroot,5,https://www.archanaskitchen.com/carrot-kanji-recipe-mustard-flavoured-drink-made-from-carrots-beetroot,"salt,mustard powder ground,red chilli powder,water,purple carrot,beetroot",6
Shahi Egg Curry Recipe In Tomato & Cashew Gravy,90,https://www.archanaskitchen.com/shahi-egg-curry-recipe-in-tomato-cashew-gravy,"tomato,salt,ginger,bay leaf (tej patta),red chilli powder,cloves garlic,figaro pure olive oil,cashew nuts ground paste,onion,eggs,turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder",13
Mooli Makki Roti Recipe,55,https://www.archanaskitchen.com/mooli-makki-roti-recipe,"salt,red bell pepper (capsicum),corn flour,ginger,coriander (dhania) leaves,purple cabbage,green moong sprouts,spring onion (bulb greens),spinach leaves (palak) salad leaves,avocado,mooli mullangi (radish),green chutney (coriander mint),green chilli paste,sunflower oil",14
Pineapple Chicken Curry Recipe,25,https://www.archanaskitchen.com/pineapple-and-chicken-curry-recipe,"pineapple,salt,ginger,thai yellow curry paste,basil leaves,cloves garlic,nutralite garlic oregano,sugar,onion,coconut milk,chicken breasts",11
Vietnamese Vegetarian Spring Rolls Recipe With Mushrooms & Vegetables,35,https://www.archanaskitchen.com/vietnamese-vegetarian-spring-rolls-recipe-with-mushrooms-vegetables,"cucumber,coriander (dhania),salt,portobello mushrooms,carrot,basil leaves,green bell pepper (capsicum),rice paper rolls sheets,mint leaves (pudina),cabbage (patta gobi muttaikose),pepper",11
Kashmir Style Bom Chount/Wangan Recipe-Spicy Apple Brinjal Curry,40,https://www.archanaskitchen.com/bom-chount-wangan-recipe-kashmiri-apple-brinjal-curry,"salt,brinjal (baingan eggsplant),red chilli powder,apple,fennel powder,cumin seeds (jeera),garam masala powder,sunflower oil",8
Watermelon Pizza Recipe,15,https://www.archanaskitchen.com/watermelon-pizza-recipe,"salt,basil leaves,parsley leavesfor,onion,black olives,feta cheese,watermelon,balsamic vinegar",8
Menthya Dose (Dosa Recipe With Methi Leaves),285,https://www.archanaskitchen.com/menthya-dose-dosa-recipe-with-methi-leaves,"salt,rice,coconut,sunflower oil butter make dosa,methi leaves (fenugreek leaves),jaggery,tamarind ( lemon size),water,coriander (dhania) seeds,dry red chillies,cumin seeds (jeera),chana dal (bengal gram dal),white urad dal",13
Vermicelli & Oats Kheer Recipe,40,https://www.archanaskitchen.com/vermicelli-oats-kheer-recipe,"cashew nuts,ghee,milk,raisins,sugar,semiya (vermicelli),cardamom powder (elaichi),instant oats (oatmeal)",8
Pyaz Kachori Chaat Recipe,50,https://www.archanaskitchen.com/pyaz-kachori-chaat-recipe,"cumin powder (jeera),asafoetida (hing),coriander (dhania) leaves,onion,coriander (dhania) powder,turmeric powder,salt,sev,mustard oil,flour (maida),green chutney (coriander mint),garam masala powder,red chilli powder,water,sweet chutney (date tamarind),curd,sugar,amchur (dry mango powder),ghee,fennel seeds (saunf),coriander (dhania) leaves,potato (aloo)",22
